"axiom","refc","conf","expt","poss","nec","time","ari","bls","ncis","tp"
SubClassOf(<http://dbpedia.org/ontology/ArchitecturalStructure> <http://dbpedia.org/ontology/Venue>),134983,1623,92259,0.0514121383657311,0,869543,-0.948587861634269,0.112894279017035,60,8098980
SubClassOf(<http://dbpedia.org/ontology/ArchitecturalStructure> <http://dbpedia.org/ontology/WaterwayTunnel>),134983,19,134865,3.82099042739448e-07,0,47899,-0.999999617900957,0.0123001704443829,60,8098980
SubClassOf(<http://dbpedia.org/ontology/ArchitecturalStructure> <http://schema.org/Airport>),134983,12687,122232,0.00447169781640289,0,4947410,-0.995528302183597,0.332995207093057,60,8098980
SubClassOf(<http://dbpedia.org/ontology/ArchitecturalStructure> <http://schema.org/EducationalOrganization>),134983,708,93161,0.0492085536665134,0,13721178,-0.950791446333487,0.0735164784715026,60,8098980
SubClassOf(<http://dbpedia.org/ontology/ArchitecturalStructure> <http://schema.org/Hospital>),134983,2328,91541,0.0532035894410513,0,1272287,-0.946796410558949,0.136267633689677,60,8098980
SubClassOf(<http://dbpedia.org/ontology/ArchitecturalStructure> <http://schema.org/Hotel>),134983,1045,92881,0.0498870160462588,0,551586,-0.950112983953741,0.0898512574811528,60,8098980
SubClassOf(<http://dbpedia.org/ontology/ArchitecturalStructure> <http://schema.org/LandmarksOrHistoricalBuildings>),134983,5072,88797,0.0603588793069129,0,6343309,-0.939641120693087,0.205190007223789,60,8098980
SubClassOf(<http://dbpedia.org/ontology/ArchitecturalStructure> <http://schema.org/Library>),134983,708,93174,0.0491771753194756,0,381121,-0.950822824680524,0.0735164784715026,60,8098980
SubClassOf(<http://dbpedia.org/ontology/ArchitecturalStructure> <http://schema.org/Museum>),134983,3957,89912,0.0573919596188842,0,2271170,-0.942608040381116,0.180016178934598,60,8098980
SubClassOf(<http://dbpedia.org/ontology/ArchitecturalStructure> <http://schema.org/Organization>),134983,708,93161,0.0492085536665134,0,17105409,-0.950791446333487,0.0735164784715026,60,8098980
SubClassOf(<http://dbpedia.org/ontology/ArchitecturalStructure> <http://schema.org/Park>),134983,1756,133175,8.97073824173145e-05,0,1394997,-0.999910292617583,0.117619129141693,60,8098980
SubClassOf(<http://dbpedia.org/ontology/ArchitecturalStructure> <http://schema.org/Person>),134983,1,130907,0.000456015113457942,0,30577303,-0.999543984886542,0.00463104759567206,60,8098980
SubClassOf(<http://dbpedia.org/ontology/ArchitecturalStructure> <http://schema.org/Place>),134983,134981,0,1,0.999999999890233,59892,0.999999999890233,0.994650561608348,60,8098980
SubClassOf(<http://dbpedia.org/ontology/ArchitecturalStructure> <http://schema.org/Restaurant>),134983,623,93303,0.0488663901742507,0,356984,-0.951133609825749,0.0688442480905561,60,8098980
SubClassOf(<http://dbpedia.org/ontology/ArchitecturalStructure> <http://schema.org/ShoppingCenter>),134983,2244,91638,0.0529596254607101,0,1431518,-0.94704037453929,0.133674287146511,60,8098980
SubClassOf(<http://dbpedia.org/ontology/ArchitecturalStructure> <http://schema.org/TelevisionStation>),134983,1,89912,0.0573919596188842,0,14961398,-0.942608040381116,0.00463104759567206,60,8098980
SubClassOf(<http://dbpedia.org/ontology/ArchitecturalStructure> <http://www.opengis.net/gml/_Feature>),134983,96547,0,1,0.958602714442715,47535,0.958602714442715,0.5,60,8098980
SubClassOf(<http://dbpedia.org/ontology/ArchitecturalStructure> <http://www.w3.org/2002/07/owl#Thing>),134983,134982,0,1,0.999999999972558,60250,0.999999999972558,0.995368952404328,60,8098980
SubClassOf(<http://dbpedia.org/ontology/ArchitecturalStructure> <http://www.w3.org/2004/02/skos/core#Concept>),134983,471,33474,0.340851972436585,0,1652095,-0.659148027563415,0.0596613377578704,60,8098980
SubClassOf(<http://dbpedia.org/ontology/ArchitecturalStructure> <http://xmlns.com/foaf/0.1/Person>),134983,22,71880,0.116000846311544,0,5414920,-0.883999153688456,0.0131550315963847,60,8098980
SubClassOf(<http://schema.org/Museum> <http://dbpedia.org/ontology/ArchitecturalStructure>),3966,3957,0,1,0.999997425160502,3830,0.999997425160502,0.947100682075178,14,55524
SubClassOf(<http://schema.org/Museum> <http://dbpedia.org/ontology/Broadcaster>),3966,1,2,0.968245967742953,0,2711268,-0.0317540322570474,0.0273072721540815,14,55524
SubClassOf(<http://schema.org/Museum> <http://dbpedia.org/ontology/Building>),3966,3957,2,0.968245967742953,0,6187,-0.0317540322570474,0.947100682075178,14,55524
SubClassOf(<http://schema.org/Museum> <http://dbpedia.org/ontology/Museum>),3966,3966,0,1,1,1954,1,0.977757545287361,14,55524
SubClassOf(<http://schema.org/Museum> <http://dbpedia.org/ontology/Place>),3966,3964,0,1,0.999999872847588,2249,0.999999872847588,0.968404704153235,14,55524
SubClassOf(<http://schema.org/Museum> <http://dbpedia.org/ontology/PopulatedPlace>),3966,2,3957,2.57483949805959e-06,0,2259257,-0.999997425160502,0.031595295846765,14,55524
SubClassOf(<http://schema.org/Museum> <http://dbpedia.org/ontology/Settlement>),3966,2,3957,2.57483949805959e-06,0,2291638,-0.999997425160502,0.031595295846765,14,55524
SubClassOf(<http://schema.org/Museum> <http://dbpedia.org/ontology/TelevisionStation>),3966,1,2,0.968245967742953,0,876687,-0.0317540322570474,0.0273072721540815,14,55524
SubClassOf(<http://schema.org/Museum> <http://schema.org/Place>),3966,3964,0,1,0.999999872847588,2268,0.999999872847588,0.968404704153235,14,55524
SubClassOf(<http://schema.org/Museum> <http://schema.org/TelevisionStation>),3966,1,2,0.968245967742953,0,877061,-0.0317540322570474,0.0273072721540815,14,55524
SubClassOf(<http://schema.org/Museum> <http://www.opengis.net/gml/_Feature>),3966,3114,0,1,0.976652333547592,1738,0.976652333547592,0.5,14,55524
SubClassOf(<http://schema.org/Museum> <http://www.w3.org/2002/07/owl#Thing>),3966,3966,0,1,1,2284,1,0.977757545287361,14,55524
SubClassOf(<http://schema.org/Museum> <http://www.w3.org/2004/02/skos/core#Concept>),3966,35,0,1,0.132559965173521,2193,0.132559965173521,0.0988268779409801,14,55524
SubClassOf(<http://schema.org/Museum> <http://xmlns.com/foaf/0.1/Person>),3966,2,0,1,0.0317540322570475,56247,0.0317540322570475,0.031595295846765,14,55524
SubClassOf(<http://dbpedia.org/ontology/Award> <http://www.opengis.net/gml/_Feature>),2337,4,0,1,0.0584830109140598,2347,0.0584830109140597,0.050831511710711,4,9348
SubClassOf(<http://dbpedia.org/ontology/Award> <http://www.w3.org/2002/07/owl#Thing>),2337,2337,0,1,1,405,1,0.970940628712498,4,9348
SubClassOf(<http://dbpedia.org/ontology/Award> <http://www.w3.org/2004/02/skos/core#Concept>),2337,92,0,1,0.277819511733245,423,0.277819511733245,0.212470270457602,4,9348
SubClassOf(<http://dbpedia.org/ontology/Award> <http://xmlns.com/foaf/0.1/Person>),2337,1,0,1,0.0292508962956147,4931,0.0292508962956146,0.0357003991147132,4,9348
SubClassOf(<http://schema.org/Product> <http://dbpedia.org/ontology/Agent>),51303,8,41707,0.017648766194157,0,2022296,-0.982351233805843,0.0137777468059651,21,1077363
SubClassOf(<http://schema.org/Product> <http://dbpedia.org/ontology/Aircraft>),51303,9589,41707,0.017648766194157,0,1081294,-0.982351233805843,0.47552779687934,21,1077363
SubClassOf(<http://schema.org/Product> <http://dbpedia.org/ontology/Artist>),51303,1,41708,0.0176450549932038,0,2339388,-0.982354945006796,0.00752275274373357,21,1077363
SubClassOf(<http://schema.org/Product> <http://dbpedia.org/ontology/Astronaut>),51303,1,41708,0.0176450549932038,0,229953,-0.982354945006796,0.00752275274373357,21,1077363
SubClassOf(<http://schema.org/Product> <http://dbpedia.org/ontology/Automobile>),51303,8661,42635,0.014376573661817,0,989663,-0.985623426338183,0.451547010864342,21,1077363
SubClassOf(<http://schema.org/Product> <http://dbpedia.org/ontology/Device>),51303,4709,46594,0.00422142912616952,0,5292450,-0.99577857087383,0.328905932772608,21,1077363
SubClassOf(<http://schema.org/Product> <http://dbpedia.org/ontology/Locomotive>),51303,2781,48517,0.00147559523724927,0,435016,-0.998524404762751,0.249085981580201,21,1077363
SubClassOf(<http://schema.org/Product> <http://dbpedia.org/ontology/MeanOfTransportation>),51303,46594,4709,0.581489580282916,0,383456,-0.418510419717084,0.671094067227392,21,1077363
SubClassOf(<http://schema.org/Product> <http://dbpedia.org/ontology/MusicalArtist>),51303,1,41708,0.0176450549932038,0,2329011,-0.982354945006796,0.00752275274373357,21,1077363
SubClassOf(<http://schema.org/Product> <http://dbpedia.org/ontology/Person>),51303,90,33047,0.0654556344476496,0,1818206,-0.93454436555235,0.0423577722956994,21,1077363
SubClassOf(<http://schema.org/Product> <http://dbpedia.org/ontology/Ship>),51303,25556,25742,0.132958526024107,0,867423,-0.867041473975893,0.5,21,1077363
SubClassOf(<http://schema.org/Product> <http://dbpedia.org/ontology/SoccerClub>),51303,1,42712,0.014120465513089,0,2516695,-0.985879534486911,0.00752275274373357,21,1077363
SubClassOf(<http://schema.org/Product> <http://dbpedia.org/ontology/SportsTeam>),51303,1,42712,0.014120465513089,0,3655359,-0.985879534486911,0.00752275274373357,21,1077363
SubClassOf(<http://schema.org/Product> <http://dbpedia.org/ontology/Weapon>),51303,4709,46594,0.00422142912616952,0,1241607,-0.99577857087383,0.328905932772608,21,1077363
SubClassOf(<http://schema.org/Product> <http://schema.org/MusicGroup>),51303,1,41708,0.0176450549932038,0,2339531,-0.982354945006796,0.00752275274373357,21,1077363
SubClassOf(<http://schema.org/Product> <http://schema.org/Person>),51303,90,33047,0.0654556344476496,0,1826471,-0.93454436555235,0.0423577722956994,21,1077363
SubClassOf(<http://schema.org/Product> <http://schema.org/SportsTeam>),51303,1,42712,0.014120465513089,0,3657965,-0.985879534486911,0.00752275274373357,21,1077363
SubClassOf(<http://schema.org/Product> <http://www.opengis.net/gml/_Feature>),51303,2806,0,1,0.32618677001874,35948,0.32618677001874,0.250266909143461,21,1077363
SubClassOf(<http://schema.org/Product> <http://www.w3.org/2002/07/owl#Thing>),51303,51293,0,1,0.999999981003023,12977,0.999999981003024,0.9848973375662,21,1077363
SubClassOf(<http://schema.org/Product> <http://www.w3.org/2004/02/skos/core#Concept>),51303,900,0,1,0.186488381645505,12336,0.186488381645505,0.137582414865067,21,1077363
SubClassOf(<http://schema.org/Product> <http://xmlns.com/foaf/0.1/Person>),51303,92,7490,0.47973460965843,0,431041,-0.52026539034157,0.0428246868090398,21,1077363
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Agent>),235699,6,204949,0.00854682202228163,0,22913844,-0.991453177977718,0.00572624789531523,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Amphibian>),235699,6894,211229,0.00540377759873623,0,3572979,-0.994596222401264,0.179784537133897,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Animal>),235699,178286,55916,0.353324489023448,0,5809145,-0.646675510976552,0.5,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Arachnid>),235699,3109,215031,0.00385202141210417,0,1846865,-0.996147978587896,0.118442290944195,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Artist>),235699,1,234202,2.01698424080465e-05,0,97406587,-0.999979830157592,0.00350260512366781,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Athlete>),235699,2,204957,0.0085423563181859,0,66528056,-0.991457643681814,0.00404558826650974,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Bird>),235699,12520,205603,0.00818565091512335,0,6233207,-0.991814349084877,0.246362450630316,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/City>),235699,1,218111,0.00278800320001737,0,43037664,-0.997211996799983,0.00350260512366781,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/ClubMoss>),235699,89,193612,0.0160714265426681,0,133977,-0.983928573457332,0.019445239540563,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Company>),235699,3,218107,0.00278927325678469,0,46651772,-0.997210726743215,0.00452421537669617,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Conifer>),235699,720,192981,0.01656103604366,0,623574,-0.98343896395634,0.0556875084930984,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Country>),235699,1,234201,2.01967986978024e-05,0,8114284,-0.999979803201302,0.00350260512366781,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Crustacean>),235699,2374,215749,0.00358856048321687,0,1496626,-0.996411439516783,0.102936632455215,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/CultivatedVariety>),235699,1474,193459,0.0161894518339745,0,1340509,-0.983810548166026,0.0804387357800645,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Cycad>),235699,173,193528,0.0161361699680229,0,173593,-0.983863830031977,0.0270644680955465,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Device>),235699,1,218111,0.00278800320001737,0,12042981,-0.997211996799983,0.00350260512366781,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Fern>),235699,833,192868,0.0166495109334313,0,756553,-0.983350489066569,0.0599971859162893,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Fish>),235699,16033,202081,0.0102240765920751,0,7461263,-0.989775923407925,0.280777585465863,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/FloweringPlant>),235699,2596,191090,0.0180734868808922,0,2580722,-0.981926513119108,0.107830183890717,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Food>),235699,1,218113,0.00278736828054527,0,10420059,-0.997212631719455,0.00350260512366781,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Fungus>),235699,8739,225465,0.000943083585600912,0,8254897,-0.999056916414399,0.203732645497294,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Ginkgo>),235699,5,194942,0.0150640742184046,0,62465,-0.984935925781595,0.00535540050108998,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Gnetophytes>),235699,28,194919,0.0150812111430974,0,87820,-0.984918788856903,0.0111190915282531,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Grape>),235699,349,192428,0.0169963186023766,0,333830,-0.983003681397623,0.0385342833782144,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/GreenAlga>),235699,356,193345,0.0162776799359029,0,346620,-0.983722320064097,0.0389235251724851,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/InformationAppliance>),235699,1,218129,0.00278229153862464,0,1062782,-0.997217708461375,0.00350260512366781,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Insect>),235699,75420,142703,0.0811272748674744,0,9363811,-0.918872725132526,0.5,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Mammal>),235699,13155,204957,0.0085423563181859,0,6620157,-0.991457643681814,0.252892914736684,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Mollusca>),235699,27275,190848,0.0182719426311743,0,9991621,-0.981728057368826,0.371361390862869,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Moss>),235699,384,193317,0.0162993875844328,0,346353,-0.983700612415567,0.0404449214402787,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Organisation>),235699,1,204953,0.00854458902247446,0,50273134,-0.991455410977526,0.00350260512366781,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Person>),235699,5,204952,0.00854514724472122,0,22795057,-0.991454852755279,0.00535540050108998,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Place>),235699,4,204948,0.0085473803184084,0,24138696,-0.991452619681592,0.00495712811331961,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Plant>),235699,47175,187028,0.021552644238188,0,33356833,-0.978447355761812,0.492190677435469,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/PopulatedPlace>),235699,4,204948,0.0085473803184084,0,24077787,-0.991452619681592,0.00495712811331961,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/RaceHorse>),235699,4448,204957,0.0085423563181859,0,2595225,-0.991457643681814,0.142817986508168,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/RecordLabel>),235699,3,204958,0.00854179818828837,0,8772545,-0.991458201811712,0.00452421537669617,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Reptile>),235699,5408,212715,0.00476586658051159,0,3143439,-0.995234133419488,0.158233692734374,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Settlement>),235699,1,218106,0.00278959081635632,0,360644236,-0.997210409183644,0.00350260512366781,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/SoccerPlayer>),235699,2,205673,0.00814746112818976,0,44312145,-0.99185253887181,0.00404558826650974,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://dbpedia.org/ontology/Species>),235699,235699,0,1,1,38830,1,0.99714108234521,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://schema.org/City>),235699,1,218111,0.00278800320001737,0,42942333,-0.997211996799983,0.00350260512366781,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://schema.org/Country>),235699,1,234201,2.01967986978024e-05,0,8121011,-0.999979803201302,0.00350260512366781,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://schema.org/MusicGroup>),235699,2,218109,0.00278863819209718,0,22966771,-0.997211361807903,0.00404558826650974,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://schema.org/Organization>),235699,1,204953,0.00854458902247446,0,49810278,-0.991455410977526,0.00350260512366781,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://schema.org/Person>),235699,5,204952,0.00854514724472122,0,22810207,-0.991454852755279,0.00535540050108998,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://schema.org/Place>),235699,4,204948,0.0085473803184084,0,24027222,-0.991452619681592,0.00495712811331961,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://www.opengis.net/gml/_Feature>),235699,160,5698,0.781447085954392,0,3177292,-0.218552914045608,0.0260270063575446,51,12020649
SubClassOf(<http://dbpedia.org/ontology/Eukaryote> <http://www.w3.org/2002/07/owl#Thing>),235699,235698,0,1,0.999999999991,76571,0.999999999991,0.996497394876332,51,12020649
