phenotypes,referenceCardinality,nViolations,fitness,likelihood,generality,X2S
:407  a sh:NodeShape ; sh:targetClass <https://ns.inria.fr/sure#RealEstate>  ; sh:property [ sh:path <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  ; sh:nodeKind sh:IRI ;  ] . ,2068,0,2068,0,"0,0494",
:5  a sh:NodeShape ; sh:targetSubjectsOf <http://www.w3.org/2003/01/geo/wgs84_pos#long>  ; sh:property [ sh:path <http://www.opengis.net/ont/geosparql#sfWithin>  ; sh:nodeKind sh:IRI ;  ] . ,1342,0,1342,"8,44E-294","0,032",
:160  a sh:NodeShape ; sh:targetSubjectsOf <http://schema.org/hasPrice>  ; sh:property [ sh:path <http://www.opengis.net/ont/geosparql#sfWithin>  ; sh:nodeKind sh:IRI ;  ] . ,1342,0,1342,"8,44E-294","0,032",
:214  a sh:NodeShape ; sh:targetSubjectsOf <http://schema.org/hasPrice>  ; sh:property [ sh:path <http://www.opengis.net/ont/geosparql#sfWithin>  ; sh:nodeKind sh:BlankNodeOrIRI ;  ] . ,1342,0,1342,"8,44E-294","0,032",
:215  a sh:NodeShape ; sh:targetSubjectsOf <http://www.opengis.net/ont/geosparql#hasGeometry>  ; sh:property [ sh:path <http://www.opengis.net/ont/geosparql#sfWithin>  ; sh:nodeKind sh:IRIOrLiteral ;  ] . ,1342,0,1342,"8,44E-294","0,032",
:257  a sh:NodeShape ; sh:targetSubjectsOf <http://www.opengis.net/ont/geosparql#sfWithin>  ; sh:property [ sh:path <http://www.opengis.net/ont/geosparql#sfWithin>  ; sh:nodeKind sh:IRIOrLiteral ;  ] . ,1342,0,1342,"8,44E-294","0,032",
:295  a sh:NodeShape ; sh:targetSubjectsOf <http://www.w3.org/2003/01/geo/wgs84_pos#lat>  ; sh:property [ sh:path <http://www.opengis.net/ont/geosparql#sfWithin>  ; sh:nodeKind sh:BlankNodeOrIRI ;  ] . ,1342,0,1342,"8,44E-294","0,032",
:296  a sh:NodeShape ; sh:targetSubjectsOf <http://www.opengis.net/ont/geosparql#hasGeometry>  ; sh:property [ sh:path <http://www.opengis.net/ont/geosparql#sfWithin>  ; sh:nodeKind sh:IRI ;  ] . ,1342,0,1342,"8,44E-294","0,032",
:358  a sh:NodeShape ; sh:targetClass <https://ns.inria.fr/sure#RealEstate>  ; sh:property [ sh:path <http://www.opengis.net/ont/geosparql#sfWithin>  ; sh:nodeKind sh:BlankNodeOrIRI ;  ] . ,1342,0,1342,"8,44E-294","0,032",
:378  a sh:NodeShape ; sh:targetSubjectsOf <http://www.w3.org/2003/01/geo/wgs84_pos#lat>  ; sh:property [ sh:path <http://www.opengis.net/ont/geosparql#sfWithin>  ; sh:nodeKind sh:IRI ;  ] . ,1342,0,1342,"8,44E-294","0,032",
:7  a sh:NodeShape ; sh:targetSubjectsOf <http://schema.org/numberOfRooms>  ; sh:property [ sh:path <http://www.opengis.net/ont/geosparql#sfWithin>  ; sh:class <https://ns.inria.fr/sure#Place>  ;  ] . ,1332,573,759,"5,01E-08","0,0318",
:297  a sh:NodeShape ; sh:targetSubjectsOf <http://schema.org/numberOfRooms>  ; sh:property [ sh:path <http://www.opengis.net/ont/geosparql#sfWithin>  ; sh:nodeKind sh:BlankNodeOrIRI ;  ] . ,1332,0,1332,"1,26E-291","0,0318",
:110  a sh:NodeShape ; sh:targetClass <https://ns.inria.fr/sure#Quiet>  ; sh:property [ sh:path <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  ; sh:nodeKind sh:IRI ;  ] . ,1196,0,1196,"4,52E-262","0,0286",
:161  a sh:NodeShape ; sh:targetClass <https://ns.inria.fr/sure#Quiet>  ; sh:property [ sh:path <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  ; sh:nodeKind sh:IRIOrLiteral ;  ] . ,1196,0,1196,"4,52E-262","0,0286",
:162  a sh:NodeShape ; sh:targetClass <http://www.w3.org/2002/07/owl#Class>  ; sh:property [ sh:path <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  ; sh:nodeKind sh:BlankNodeOrIRI ;  ] . ,972,0,972,"2,19E-213","0,0232",
:258  a sh:NodeShape ; sh:targetClass <http://www.w3.org/2004/02/skos/core#Concept>  ; sh:property [ sh:path <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  ; sh:nodeKind sh:BlankNodeOrIRI ;  ] . ,972,0,972,"2,19E-213","0,0232",
:6  a sh:NodeShape ; sh:targetClass <http://schema.org/House>  ; sh:property [ sh:path <http://www.opengis.net/ont/geosparql#sfWithin>  ; sh:nodeKind sh:BlankNodeOrIRI ;  ] . ,915,0,915,"5,39E-201","0,0219",
:111  a sh:NodeShape ; sh:targetClass <https://ns.inria.fr/sure#Parking>  ; sh:property [ sh:path <http://www.opengis.net/ont/geosparql#sfWithin>  ; sh:nodeKind sh:IRI ;  ] . ,846,0,846,"5,39E-186","0,0202",
:329  a sh:NodeShape ; sh:targetClass <https://ns.inria.fr/sure#Quiet>  ; sh:property [ sh:path <http://www.opengis.net/ont/geosparql#sfWithin>  ; sh:nodeKind sh:IRIOrLiteral ;  ] . ,751,0,751,"2,44E-165","0,0179",
:8  a sh:NodeShape ; sh:targetObjectsOf <http://www.opengis.net/ont/geosparql#hasGeometry>  ; sh:nodeKind sh:BlankNodeOrIRI . ,727,0,727,"4,03E-160","0,0174",
:9  a sh:NodeShape ; sh:targetObjectsOf <http://www.opengis.net/ont/geosparql#hasGeometry>  ; sh:nodeKind sh:IRI . ,727,0,727,"4,03E-160","0,0174",
:112  a sh:NodeShape ; sh:targetObjectsOf <http://www.opengis.net/ont/geosparql#hasGeometry>  ; sh:nodeKind sh:IRIOrLiteral . ,727,0,727,"4,03E-160","0,0174",
:216  a sh:NodeShape ; sh:targetSubjectsOf <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  ; sh:property [ sh:path <http://www.opengis.net/ont/geosparql#asWKT>  ; sh:datatype <http://www.opengis.net/ont/geosparql#wktLiteral>  ;  ] . ,727,0,727,"4,03E-160","0,0174",
:219  a sh:NodeShape ; sh:targetObjectsOf <http://www.opengis.net/ont/geosparql#hasGeometry>  ; sh:class <http://www.opengis.net/ont/sf#Point>  . ,727,150,577,"1,03E-56","0,0174",
:259  a sh:NodeShape ; sh:targetSubjectsOf <http://www.opengis.net/ont/geosparql#asWKT>  ; sh:property [ sh:path <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  ; sh:nodeKind sh:BlankNodeOrIRI ;  ] . ,727,0,727,"4,03E-160","0,0174",
:260  a sh:NodeShape ; sh:targetSubjectsOf <http://www.opengis.net/ont/geosparql#asWKT>  ; sh:property [ sh:path <http://www.opengis.net/ont/geosparql#asWKT>  ; sh:nodeKind sh:IRIOrLiteral ;  ] . ,727,0,727,"4,03E-160","0,0174",
:261  a sh:NodeShape ; sh:targetSubjectsOf <http://www.opengis.net/ont/geosparql#asWKT>  ; sh:property [ sh:path <http://www.opengis.net/ont/geosparql#asWKT>  ; sh:datatype <http://www.opengis.net/ont/geosparql#wktLiteral>  ;  ] . ,727,0,727,"4,03E-160","0,0174",
:330  a sh:NodeShape ; sh:targetSubjectsOf <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  ; sh:property [ sh:path <http://www.opengis.net/ont/geosparql#asWKT>  ; sh:nodeKind sh:IRIOrLiteral ;  ] . ,727,0,727,"4,03E-160","0,0174",
:379  a sh:NodeShape ; sh:targetSubjectsOf <http://www.opengis.net/ont/geosparql#asWKT>  ; sh:property [ sh:path <http://www.opengis.net/ont/geosparql#asWKT>  ; sh:nodeKind sh:Literal ;  ] . ,727,0,727,"4,03E-160","0,0174",
:380  a sh:NodeShape ; sh:targetSubjectsOf <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  ; sh:property [ sh:path <http://www.opengis.net/ont/geosparql#asWKT>  ; sh:nodeKind sh:BlankNodeOrLiteral ;  ] . ,727,0,727,"4,03E-160","0,0174",
:10  a sh:NodeShape ; sh:targetClass <https://ns.inria.fr/sure#Bright>  ; sh:property [ sh:path <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  ; sh:nodeKind sh:BlankNodeOrIRI ;  ] . ,724,0,724,"1,81E-159","0,0173",
:163  a sh:NodeShape ; sh:targetClass <http://schema.org/Apartment>  ; sh:property [ sh:path <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  ; sh:nodeKind sh:BlankNodeOrIRI ;  ] . ,693,0,693,"9,97E-153","0,0166",
:408  a sh:NodeShape ; sh:targetClass <http://schema.org/Apartment>  ; sh:property [ sh:path <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  ; sh:nodeKind sh:IRI ;  ] . ,693,0,693,"9,97E-153","0,0166",
:11  a sh:NodeShape ; sh:targetObjectsOf <http://www.opengis.net/ont/geosparql#asWKT>  ; sh:datatype <http://www.opengis.net/ont/geosparql#wktLiteral>  . ,658,0,658,"4,07E-145","0,0157",
:12  a sh:NodeShape ; sh:targetObjectsOf <http://www.opengis.net/ont/geosparql#asWKT>  ; sh:nodeKind sh:BlankNodeOrLiteral . ,658,0,658,"4,07E-145","0,0157",
:13  a sh:NodeShape ; sh:targetObjectsOf <http://www.opengis.net/ont/geosparql#asWKT>  ; sh:nodeKind sh:IRIOrLiteral . ,658,0,658,"4,07E-145","0,0157",
:113  a sh:NodeShape ; sh:targetObjectsOf <http://www.opengis.net/ont/geosparql#asWKT>  ; sh:nodeKind sh:Literal . ,658,0,658,"4,07E-145","0,0157",
:14  a sh:NodeShape ; sh:targetSubjectsOf <http://www.w3.org/2003/01/geo/wgs84_pos#long>  ; sh:property [ sh:path <http://schema.org/hasPrice>  ; sh:nodeKind sh:Literal ;  ] . ,577,0,577,"1,69E-127","0,0138",
:15  a sh:NodeShape ; sh:targetSubjectsOf <http://www.w3.org/2003/01/geo/wgs84_pos#long>  ; sh:property [ sh:path <http://www.opengis.net/ont/geosparql#hasGeometry>  ; sh:nodeKind sh:BlankNodeOrIRI ;  ] . ,577,0,577,"1,69E-127","0,0138",
:16  a sh:NodeShape ; sh:targetClass <https://ns.inria.fr/sure#RealEstate>  ; sh:property [ sh:path <http://www.opengis.net/ont/geosparql#hasGeometry>  ; sh:nodeKind sh:IRIOrLiteral ;  ] . ,577,0,577,"1,69E-127","0,0138",
:17  a sh:NodeShape ; sh:targetSubjectsOf <https://ns.inria.fr/sure#hasDescription>  ; sh:property [ sh:path <http://schema.org/hasPrice>  ; sh:nodeKind sh:BlankNodeOrLiteral ;  ] . ,577,0,577,"1,69E-127","0,0138",
:18  a sh:NodeShape ; sh:targetSubjectsOf <http://www.w3.org/2003/01/geo/wgs84_pos#lat>  ; sh:property [ sh:path <http://schema.org/hasPrice>  ; sh:datatype <http://www.w3.org/2001/XMLSchema#double>  ;  ] . ,577,0,577,"1,69E-127","0,0138",
:19  a sh:NodeShape ; sh:targetSubjectsOf <http://www.opengis.net/ont/geosparql#hasGeometry>  ; sh:property [ sh:path <http://schema.org/hasPrice>  ; sh:datatype <http://www.w3.org/2001/XMLSchema#double>  ;  ] . ,577,0,577,"1,69E-127","0,0138",
:20  a sh:NodeShape ; sh:targetSubjectsOf <http://schema.org/floorSize>  ; sh:property [ sh:path <http://www.opengis.net/ont/geosparql#hasGeometry>  ; sh:nodeKind sh:IRIOrLiteral ;  ] . ,577,0,577,"1,69E-127","0,0138",
:21  a sh:NodeShape ; sh:targetSubjectsOf <http://www.w3.org/2003/01/geo/wgs84_pos#long>  ; sh:property [ sh:path <https://ns.inria.fr/sure#hasDescription>  ; sh:nodeKind sh:BlankNodeOrIRI ;  ] . ,577,0,577,"1,69E-127","0,0138",
:22  a sh:NodeShape ; sh:targetSubjectsOf <http://www.w3.org/2003/01/geo/wgs84_pos#long>  ; sh:property [ sh:path <http://schema.org/floorSize>  ; sh:datatype <http://www.w3.org/2001/XMLSchema#double>  ;  ] . ,577,0,577,"1,69E-127","0,0138",
:23  a sh:NodeShape ; sh:targetObjectsOf <https://ns.inria.fr/sure#hasDescription>  ; sh:nodeKind sh:IRIOrLiteral . ,577,0,577,"1,69E-127","0,0138",
:24  a sh:NodeShape ; sh:targetClass <https://ns.inria.fr/sure#RealEstate>  ; sh:property [ sh:path <http://schema.org/hasPrice>  ; sh:datatype <http://www.w3.org/2001/XMLSchema#double>  ;  ] . ,577,0,577,"1,69E-127","0,0138",
:25  a sh:NodeShape ; sh:targetSubjectsOf <https://ns.inria.fr/sure#hasDescription>  ; sh:property [ sh:path <http://schema.org/floorSize>  ; sh:nodeKind sh:Literal ;  ] . ,577,0,577,"1,69E-127","0,0138",
:26  a sh:NodeShape ; sh:targetSubjectsOf <http://purl.org/dc/elements/1.1description>  ; sh:property [ sh:path <http://purl.org/dc/elements/1.1description>  ; sh:nodeKind sh:IRIOrLiteral ;  ] . ,577,0,577,"1,69E-127","0,0138",
:114  a sh:NodeShape ; sh:targetSubjectsOf <http://schema.org/hasPrice>  ; sh:property [ sh:path <http://schema.org/floorSize>  ; sh:datatype <http://www.w3.org/2001/XMLSchema#double>  ;  ] . ,577,0,577,"1,69E-127","0,0138",
:115  a sh:NodeShape ; sh:targetSubjectsOf <http://www.w3.org/2003/01/geo/wgs84_pos#lat>  ; sh:property [ sh:path <http://www.w3.org/2003/01/geo/wgs84_pos#lat>  ; sh:nodeKind sh:Literal ;  ] . ,577,0,577,"1,69E-127","0,0138",
:116  a sh:NodeShape ; sh:targetSubjectsOf <http://schema.org/hasPrice>  ; sh:property [ sh:path <https://ns.inria.fr/sure#hasDescription>  ; sh:nodeKind sh:IRI ;  ] . ,577,0,577,"1,69E-127","0,0138",
:117  a sh:NodeShape ; sh:targetSubjectsOf <http://www.w3.org/2003/01/geo/wgs84_pos#lat>  ; sh:property [ sh:path <http://www.w3.org/2003/01/geo/wgs84_pos#long>  ; sh:nodeKind sh:IRIOrLiteral ;  ] . ,577,0,577,"1,69E-127","0,0138",
:118  a sh:NodeShape ; sh:targetSubjectsOf <http://www.w3.org/2003/01/geo/wgs84_pos#lat>  ; sh:property [ sh:path <https://ns.inria.fr/sure#hasDescription>  ; sh:nodeKind sh:IRIOrLiteral ;  ] . ,577,0,577,"1,69E-127","0,0138",
:119  a sh:NodeShape ; sh:targetSubjectsOf <http://www.opengis.net/ont/geosparql#hasGeometry>  ; sh:property [ sh:path <http://www.w3.org/2003/01/geo/wgs84_pos#long>  ; sh:nodeKind sh:BlankNodeOrLiteral ;  ] . ,577,0,577,"1,69E-127","0,0138",
