"axiom" "refc" "conf" "expt" "poss" "nec" "time" "ari" "bls" "ncis" "tp"
"SubClassOf(dbo:RugbyClub foaf:Person)" 1848 1 0 1 0.0328931340160801 32486 0.0328931340160801 0.0402206377056979 9 16632
"SubClassOf(dbo:Criminal dbo:Agent)" 2063 2063 0 1 1 80 1 0.969047036995068 8 16504
"SubClassOf(dbo:Criminal dbo:Murderer)" 2063 553 0 1 0.681365038574261 668 0.681365038574261 0.5 8 16504
"SubClassOf(dbo:Criminal dbo:Person)" 2063 2063 0 1 1 24 1 0.969047036995068 8 16504
"SubClassOf(dbo:Criminal schema:Person)" 2063 2063 0 1 1 24 1 0.969047036995068 8 16504
"SubClassOf(dbo:Criminal gml:_Feature)" 2063 30 0 1 0.169918776928408 1032 0.169918776928408 0.12872882554103 8 16504
"SubClassOf(dbo:Criminal owl:Thing)" 2063 2063 0 1 1 24 1 0.969047036995068 8 16504
"SubClassOf(dbo:Criminal skos:Concept)" 2063 5 0 1 0.0695804256968593 1536 0.0695804256968593 0.0586268206724045 8 16504
"SubClassOf(dbo:Criminal foaf:Person)" 2063 2063 0 1 1 24 1 0.969047036995068 8 16504
"SubClassOf(dbo:Arachnid dbo:Animal)" 3109 3109 0 1 1 76 1 0.974846751664559 5 15545
"SubClassOf(dbo:Arachnid dbo:Eukaryote)" 3109 3109 0 1 1 32 1 0.974846751664559 5 15545
"SubClassOf(dbo:Arachnid dbo:Species)" 3109 3109 0 1 1 48 1 0.974846751664559 5 15545
"SubClassOf(dbo:Arachnid owl:Thing)" 3109 3109 0 1 1 32 1 0.974846751664559 5 15545
"SubClassOf(dbo:Arachnid skos:Concept)" 3109 15 0 1 0.0981128289235044 872 0.0981128289235045 0.0749528809833051 5 15545
"SubClassOf(dbo:Train dbo:BodyOfWater)" 1251 1 1250 3.19488664746181e-07 0 124256 -0.999999680511335 0.0490521828752946 14 17514
"SubClassOf(dbo:Train dbo:MeanOfTransportation)" 1251 1242 2 0.943476676164144 0 9085 -0.0565233238358556 0.904271666998745 14 17514
"SubClassOf(dbo:Train dbo:NaturalPlace)" 1251 1 1250 3.19488664746181e-07 0 124003 -0.999999680511335 0.0490521828752946 14 17514
"SubClassOf(dbo:Train dbo:Place)" 1251 3 1248 2.87540165766487e-06 0 123716 -0.999997124598342 0.06372573918257 14 17514
"SubClassOf(dbo:Train dbo:PopulatedPlace)" 1251 2 1249 1.27795527160579e-06 0 124124 -0.999998722044728 0.0568320140243852 14 17514
"SubClassOf(dbo:Train dbo:River)" 1251 1 1250 3.19488664746181e-07 0 124088 -0.999999680511335 0.0490521828752946 14 17514
"SubClassOf(dbo:Train dbo:Settlement)" 1251 1 1250 3.19488664746181e-07 0 124139 -0.999999680511335 0.0490521828752946 14 17514
"SubClassOf(dbo:Train dbo:Stream)" 1251 1 1250 3.19488664746181e-07 0 124184 -0.999999680511335 0.0490521828752946 14 17514
"SubClassOf(dbo:Train schema:BodyOfWater)" 1251 1 1250 3.19488664746181e-07 0 124240 -0.999999680511335 0.0490521828752946 14 17514
"SubClassOf(dbo:Train schema:Place)" 1251 3 1248 2.87540165766487e-06 0 124152 -0.999997124598342 0.06372573918257 14 17514
"SubClassOf(dbo:Train schema:RiverBodyOfWater)" 1251 1 1250 3.19488664746181e-07 0 124155 -0.999999680511335 0.0490521828752946 14 17514
"SubClassOf(dbo:Train gml:_Feature)" 1251 1 1250 3.19488664746181e-07 0 123980 -0.999999680511335 0.0490521828752946 14 17514
"SubClassOf(dbo:Train owl:Thing)" 1251 1249 0 1 0.999998722044728 29314 0.999998722044728 0.943167985975615 14 17514
"SubClassOf(dbo:Train skos:Concept)" 1251 4 0 1 0.0799040703411665 212 0.0799040703411664 0.0699892705838169 14 17514
"SubClassOf(dbo:ComicsCreator dbo:Agent)" 2415 2415 0 1 1 80 1 0.971419415576927 7 16905
"SubClassOf(dbo:ComicsCreator dbo:Artist)" 2415 2415 0 1 1 28 1 0.971419415576927 7 16905
"SubClassOf(dbo:ComicsCreator dbo:Person)" 2415 2415 0 1 1 28 1 0.971419415576927 7 16905
"SubClassOf(dbo:ComicsCreator schema:Person)" 2415 2415 0 1 1 28 1 0.971419415576927 7 16905
"SubClassOf(dbo:ComicsCreator owl:Thing)" 2415 2415 0 1 1 32 1 0.971419415576927 7 16905
"SubClassOf(dbo:ComicsCreator skos:Concept)" 2415 29 0 1 0.154506842310137 1652 0.154506842310137 0.116634664292785 7 16905
"SubClassOf(dbo:ComicsCreator foaf:Person)" 2415 2415 0 1 1 28 1 0.971419415576927 7 16905
"SubClassOf(dbo:Monarch dbo:Agent)" 2420 2420 0 1 1 84 1 0.971449309589968 7 16940
"SubClassOf(dbo:Monarch dbo:Person)" 2420 2420 0 1 1 28 1 0.971449309589968 7 16940
"SubClassOf(dbo:Monarch schema:Person)" 2420 2420 0 1 1 28 1 0.971449309589968 7 16940
"SubClassOf(dbo:Monarch gml:_Feature)" 2420 12 0 1 0.0994623893112749 1028 0.0994623893112749 0.0771496790003742 7 16940
"SubClassOf(dbo:Monarch owl:Thing)" 2420 2420 0 1 1 28 1 0.971449309589968 7 16940
"SubClassOf(dbo:Monarch skos:Concept)" 2420 8 0 1 0.0812443353880632 1584 0.0812443353880632 0.0648775224330492 7 16940
"SubClassOf(dbo:Monarch foaf:Person)" 2420 2420 0 1 1 28 1 0.971449309589968 7 16940
"SubClassOf(dbo:President dbo:Agent)" 2196 2196 0 1 1 64 1 0.970010776790608 8 17568
"SubClassOf(dbo:President dbo:Person)" 2196 2196 0 1 1 28 1 0.970010776790608 8 17568
"SubClassOf(dbo:President dbo:Politician)" 2196 2196 0 1 1 40 1 0.970010776790608 8 17568
"SubClassOf(dbo:President schema:Person)" 2196 2196 0 1 1 24 1 0.970010776790608 8 17568
"SubClassOf(dbo:President gml:_Feature)" 2196 4 0 1 0.0603296727201435 4945 0.0603296727201434 0.0524726302511934 8 17568
"SubClassOf(dbo:President owl:Thing)" 2196 2196 0 1 1 28 1 0.970010776790608 8 17568
"SubClassOf(dbo:President skos:Concept)" 2196 23 0 1 0.144351933246891 1408 0.144351933246891 0.109554903091216 8 17568
"SubClassOf(dbo:President foaf:Person)" 2196 2196 0 1 1 28 1 0.970010776790608 8 17568
"SubClassOf(dbo:UnitOfWork dbo:Case)" 2499 2479 20 0.873736975601374 0 1276 -0.126263024398626 0.90413290007757 7 17493
"SubClassOf(dbo:UnitOfWork dbo:LegalCase)" 2499 2479 20 0.873736975601374 0 1184 -0.126263024398626 0.90413290007757 7 17493
"SubClassOf(dbo:UnitOfWork dbo:Project)" 2499 20 2479 3.20261282046319e-05 0 1012 -0.999967973871795 0.0958670999224304 7 17493
"SubClassOf(dbo:UnitOfWork dbo:ResearchProject)" 2499 20 2479 3.20261282046319e-05 0 1036 -0.999967973871795 0.0958670999224304 7 17493
"SubClassOf(dbo:UnitOfWork dbo:SupremeCourtOfTheUnitedStatesCase)" 2499 2479 20 0.873736975601374 0 1000 -0.126263024398626 0.90413290007757 7 17493
"SubClassOf(dbo:UnitOfWork gml:_Feature)" 2499 2 20 0.873736975601374 0 12085 -0.126263024398626 0.0399442261444698 7 17493
"SubClassOf(dbo:UnitOfWork owl:Thing)" 2499 2499 0 1 1 28 1 0.971909579519161 7 17493
"SubClassOf(dbo:ShoppingMall dbo:ArchitecturalStructure)" 2244 2244 0 1 1 68 1 0.970337216799798 8 17952
"SubClassOf(dbo:ShoppingMall dbo:Building)" 2244 2244 0 1 1 24 1 0.970337216799798 8 17952
"SubClassOf(dbo:ShoppingMall dbo:Place)" 2244 2244 0 1 1 28 1 0.970337216799798 8 17952
"SubClassOf(dbo:ShoppingMall schema:Place)" 2244 2244 0 1 1 28 1 0.970337216799798 8 17952
"SubClassOf(dbo:ShoppingMall schema:ShoppingCenter)" 2244 2244 0 1 1 28 1 0.970337216799798 8 17952
"SubClassOf(dbo:ShoppingMall gml:_Feature)" 2244 1666 0 1 0.966258106878941 868 0.966258106878941 0.5 8 17952
"SubClassOf(dbo:ShoppingMall owl:Thing)" 2244 2244 0 1 1 28 1 0.970337216799798 8 17952
"SubClassOf(dbo:ShoppingMall skos:Concept)" 2244 1 0 1 0.0298507455276564 1204 0.0298507455276564 0.0364438188817392 8 17952
"SubClassOf(schema:ShoppingCenter dbo:ArchitecturalStructure)" 2244 2244 0 1 1 64 1 0.970337216799798 8 17952
"SubClassOf(schema:ShoppingCenter dbo:Building)" 2244 2244 0 1 1 24 1 0.970337216799798 8 17952
"SubClassOf(schema:ShoppingCenter dbo:Place)" 2244 2244 0 1 1 24 1 0.970337216799798 8 17952
"SubClassOf(schema:ShoppingCenter dbo:ShoppingMall)" 2244 2244 0 1 1 28 1 0.970337216799798 8 17952
"SubClassOf(schema:ShoppingCenter schema:Place)" 2244 2244 0 1 1 28 1 0.970337216799798 8 17952
"SubClassOf(schema:ShoppingCenter gml:_Feature)" 2244 1666 0 1 0.966258106878941 848 0.966258106878941 0.5 8 17952
"SubClassOf(schema:ShoppingCenter owl:Thing)" 2244 2244 0 1 1 28 1 0.970337216799798 8 17952
"SubClassOf(schema:ShoppingCenter skos:Concept)" 2244 1 0 1 0.0298507455276564 1212 0.0298507455276564 0.0364438188817392 8 17952
"SubClassOf(dbo:Artwork dbo:Work)" 3412 3412 0 1 1 100 1 0.976001440638277 5 17060
"SubClassOf(dbo:Artwork schema:CreativeWork)" 3412 3412 0 1 1 32 1 0.976001440638277 5 17060
"SubClassOf(dbo:Artwork gml:_Feature)" 3412 585 0 1 0.559920545172311 3936 0.559920545172311 0.45561434088515 5 17060
"SubClassOf(dbo:Artwork owl:Thing)" 3412 3412 0 1 1 32 1 0.976001440638277 5 17060
"SubClassOf(dbo:Artwork foaf:Person)" 3412 18 0 1 0.102582481941631 3189 0.102582481941631 0.0776939007338487 5 17060
"SubClassOf(dbo:GolfPlayer dbo:Agent)" 2610 2610 0 1 1 88 1 0.97252039054384 7 18270
"SubClassOf(dbo:GolfPlayer dbo:Athlete)" 2610 2610 0 1 1 32 1 0.97252039054384 7 18270
"SubClassOf(dbo:GolfPlayer dbo:Person)" 2610 2610 0 1 1 28 1 0.97252039054384 7 18270
"SubClassOf(dbo:GolfPlayer schema:Person)" 2610 2610 0 1 1 32 1 0.97252039054384 7 18270
"SubClassOf(dbo:GolfPlayer gml:_Feature)" 2610 1 0 1 0.0276791749749534 14208 0.0276791749749534 0.0337544577058026 7 18270
"SubClassOf(dbo:GolfPlayer owl:Thing)" 2610 2610 0 1 1 32 1 0.97252039054384 7 18270
"SubClassOf(dbo:GolfPlayer foaf:Person)" 2610 2610 0 1 1 28 1 0.97252039054384 7 18270
"SubClassOf(dbo:EthnicGroup gml:_Feature)" 4270 89 0 1 0.203105263874165 837 0.203105263874165 0.152113104673066 4 17080
"SubClassOf(dbo:EthnicGroup owl:Thing)" 4270 4269 0 1 0.999999972577044 668 0.999999972577045 0.973694283486435 4 17080
"SubClassOf(dbo:EthnicGroup skos:Concept)" 4270 341 0 1 0.391588345391056 644 0.391588345391056 0.306376666190238 4 17080
"SubClassOf(dbo:EthnicGroup foaf:Person)" 4270 8 0 1 0.0611846587084146 8608 0.0611846587084146 0.0485177026079832 4 17080
"SubClassOf(dbo:GaelicGamesPlayer dbo:Agent)" 3052 3052 0 1 1 88 1 0.974610398941193 6 18312
"SubClassOf(dbo:GaelicGamesPlayer dbo:Athlete)" 3052 3052 0 1 1 36 1 0.974610398941193 6 18312
"SubClassOf(dbo:GaelicGamesPlayer dbo:Person)" 3052 3052 0 1 1 32 1 0.974610398941193 6 18312
"SubClassOf(dbo:GaelicGamesPlayer schema:Person)" 3052 3052 0 1 1 56 1 0.974610398941193 6 18312
"SubClassOf(dbo:GaelicGamesPlayer owl:Thing)" 3052 3052 0 1 1 32 1 0.974610398941193 6 18312
"SubClassOf(dbo:GaelicGamesPlayer foaf:Person)" 3052 3052 0 1 1 36 1 0.974610398941193 6 18312
"SubClassOf(dbo:MartialArtist dbo:Agent)" 2724 2724 0 1 1 76 1 0.973108172077514 7 19068
"SubClassOf(dbo:MartialArtist dbo:Athlete)" 2724 2724 0 1 1 32 1 0.973108172077514 7 19068
"SubClassOf(dbo:MartialArtist dbo:Person)" 2724 2724 0 1 1 32 1 0.973108172077514 7 19068
"SubClassOf(dbo:MartialArtist schema:Person)" 2724 2724 0 1 1 32 1 0.973108172077514 7 19068
"SubClassOf(dbo:MartialArtist owl:Thing)" 2724 2724 0 1 1 52 1 0.973108172077514 7 19068
"SubClassOf(dbo:MartialArtist skos:Concept)" 2724 2 0 1 0.0383130488271655 2100 0.0383130488271655 0.038231755377378 7 19068
"SubClassOf(dbo:MartialArtist foaf:Person)" 2724 2724 0 1 1 32 1 0.973108172077514 7 19068
"SubClassOf(dbo:ArtistDiscography dbo:MusicalWork)" 3118 3118 0 1 1 80 1 0.974883473023743 6 18708
"SubClassOf(dbo:ArtistDiscography dbo:Work)" 3118 3118 0 1 1 36 1 0.974883473023743 6 18708
"SubClassOf(dbo:ArtistDiscography schema:CreativeWork)" 3118 3118 0 1 1 32 1 0.974883473023743 6 18708
"SubClassOf(dbo:ArtistDiscography owl:Thing)" 3118 3118 0 1 1 36 1 0.974883473023743 6 18708
"SubClassOf(dbo:ArtistDiscography skos:Concept)" 3118 23 0 1 0.121237921984969 1072 0.121237921984969 0.0913479858835169 6 18708
"SubClassOf(dbo:ArtistDiscography foaf:Person)" 3118 16 0 1 0.1011763651219 18234 0.1011763651219 0.0770804405823973 6 18708
"SubClassOf(dbo:Manga dbo:Comics)" 3132 3132 0 1 1 84 1 0.974940278182868 6 18792
"SubClassOf(dbo:Manga dbo:Work)" 3132 3132 0 1 1 56 1 0.974940278182868 6 18792
"SubClassOf(dbo:Manga dbo:WrittenWork)" 3132 3132 0 1 1 36 1 0.974940278182868 6 18792
"SubClassOf(dbo:Manga schema:CreativeWork)" 3132 3132 0 1 1 32 1 0.974940278182868 6 18792
"SubClassOf(dbo:Manga owl:Thing)" 3132 3132 0 1 1 36 1 0.974940278182868 6 18792
"SubClassOf(dbo:Manga skos:Concept)" 3132 40 0 1 0.159309998768968 1272 0.159309998768967 0.119347368980286 6 18792
"SubClassOf(dbo:Governor dbo:Agent)" 2492 2492 0 1 1 92 1 0.971869687962581 8 19936
"SubClassOf(dbo:Governor dbo:Person)" 2492 2492 0 1 1 32 1 0.971869687962581 8 19936
"SubClassOf(dbo:Governor dbo:Politician)" 2492 2492 0 1 1 28 1 0.971869687962581 8 19936
"SubClassOf(dbo:Governor schema:Person)" 2492 2492 0 1 1 32 1 0.971869687962581 8 19936
"SubClassOf(dbo:Governor gml:_Feature)" 2492 11 0 1 0.0938550259708943 4316 0.0938550259708943 0.073145153447206 8 19936
"SubClassOf(dbo:Governor owl:Thing)" 2492 2492 0 1 1 28 1 0.971869687962581 8 19936
"SubClassOf(dbo:Governor skos:Concept)" 2492 1 0 1 0.0283267927828462 1536 0.0283267927828461 0.0345559245175278 8 19936
"SubClassOf(dbo:Governor foaf:Person)" 2492 2492 0 1 1 28 1 0.971869687962581 8 19936
"SubClassOf(dbo:Anime dbo:Cartoon)" 3797 3797 0 1 1 88 1 0.977263042046099 5 18985
"SubClassOf(dbo:Anime dbo:Work)" 3797 3797 0 1 1 40 1 0.977263042046099 5 18985
"SubClassOf(dbo:Anime schema:CreativeWork)" 3797 3797 0 1 1 36 1 0.977263042046099 5 18985
"SubClassOf(dbo:Anime owl:Thing)" 3797 3797 0 1 1 36 1 0.977263042046099 5 18985
"SubClassOf(dbo:Anime skos:Concept)" 3797 17 0 1 0.0945219139950697 1084 0.0945219139950697 0.0716133009271337 5 18985
"SubClassOf(dbo:Website dbo:Work)" 2870 2870 0 1 1 76 1 0.97380883867075 7 20090
"SubClassOf(dbo:Website schema:CreativeWork)" 2870 2870 0 1 1 28 1 0.97380883867075 7 20090
"SubClassOf(dbo:Website schema:WebPage)" 2870 2870 0 1 1 32 1 0.97380883867075 7 20090
"SubClassOf(dbo:Website gml:_Feature)" 2870 1 0 1 0.0263958842738919 44871 0.0263958842738918 0.0321677539296302 7 20090
"SubClassOf(dbo:Website owl:Thing)" 2870 2870 0 1 1 40 1 0.97380883867075 7 20090
"SubClassOf(dbo:Website skos:Concept)" 2870 17 0 1 0.108681202975034 956 0.108681202975034 0.0827235382932319 7 20090
"SubClassOf(dbo:Website foaf:Person)" 2870 3 0 1 0.0457110456062591 27006 0.045711045606259 0.0417102302749698 7 20090
"SubClassOf(schema:WebPage dbo:Website)" 2870 2870 0 1 1 64 1 0.97380883867075 7 20090
"SubClassOf(schema:WebPage dbo:Work)" 2870 2870 0 1 1 32 1 0.97380883867075 7 20090
"SubClassOf(schema:WebPage schema:CreativeWork)" 2870 2870 0 1 1 32 1 0.97380883867075 7 20090
"SubClassOf(schema:WebPage gml:_Feature)" 2870 1 0 1 0.0263958842738919 44906 0.0263958842738918 0.0321677539296302 7 20090
"SubClassOf(schema:WebPage owl:Thing)" 2870 2870 0 1 1 28 1 0.97380883867075 7 20090
"SubClassOf(schema:WebPage skos:Concept)" 2870 17 0 1 0.108681202975034 949 0.108681202975034 0.0827235382932319 7 20090
"SubClassOf(schema:WebPage foaf:Person)" 2870 3 0 1 0.0457110456062591 26989 0.045711045606259 0.0417102302749698 7 20090
"SubClassOf(dbo:Hospital dbo:ArchitecturalStructure)" 2328 2328 0 1 1 68 1 0.970883829841238 9 20952
"SubClassOf(dbo:Hospital dbo:Building)" 2328 2328 0 1 1 44 1 0.970883829841238 9 20952
"SubClassOf(dbo:Hospital dbo:Place)" 2328 2328 0 1 1 28 1 0.970883829841238 9 20952
"SubClassOf(dbo:Hospital schema:Hospital)" 2328 2328 0 1 1 28 1 0.970883829841238 9 20952
"SubClassOf(dbo:Hospital schema:Place)" 2328 2328 0 1 1 28 1 0.970883829841238 9 20952
"SubClassOf(dbo:Hospital gml:_Feature)" 2328 1473 0 1 0.930115146573721 972 0.930115146573721 0.5 9 20952
"SubClassOf(dbo:Hospital owl:Thing)" 2328 2328 0 1 1 28 1 0.970883829841238 9 20952
"SubClassOf(dbo:Hospital skos:Concept)" 2328 1 0 1 0.0293073713117106 16713 0.0293073713117107 0.0357703735661134 9 20952
"SubClassOf(dbo:Hospital foaf:Person)" 2328 1 0 1 0.0293073713117106 36139 0.0293073713117107 0.0357703735661134 9 20952
"SubClassOf(schema:Hospital dbo:ArchitecturalStructure)" 2328 2328 0 1 1 88 1 0.970883829841238 9 20952
"SubClassOf(schema:Hospital dbo:Building)" 2328 2328 0 1 1 24 1 0.970883829841238 9 20952
"SubClassOf(schema:Hospital dbo:Hospital)" 2328 2328 0 1 1 24 1 0.970883829841238 9 20952
"SubClassOf(schema:Hospital dbo:Place)" 2328 2328 0 1 1 28 1 0.970883829841238 9 20952
"SubClassOf(schema:Hospital schema:Place)" 2328 2328 0 1 1 28 1 0.970883829841238 9 20952
"SubClassOf(schema:Hospital gml:_Feature)" 2328 1473 0 1 0.930115146573721 972 0.930115146573721 0.5 9 20952
"SubClassOf(schema:Hospital owl:Thing)" 2328 2328 0 1 1 36 1 0.970883829841238 9 20952
"SubClassOf(schema:Hospital skos:Concept)" 2328 1 0 1 0.0293073713117106 16793 0.0293073713117107 0.0357703735661134 9 20952
"SubClassOf(schema:Hospital foaf:Person)" 2328 1 0 1 0.0293073713117106 36050 0.0293073713117107 0.0357703735661134 9 20952
"SubClassOf(dbo:FloweringPlant dbo:Eukaryote)" 2596 2596 0 1 1 68 1 0.972445530976736 8 20768
"SubClassOf(dbo:FloweringPlant dbo:Grape)" 2596 349 91 0.737551756918472 0 1216 -0.262448243081528 0.402389101046899 8 20768
"SubClassOf(dbo:FloweringPlant dbo:Plant)" 2596 2596 0 1 1 28 1 0.972445530976736 8 20768
"SubClassOf(dbo:FloweringPlant dbo:Species)" 2596 2596 0 1 1 32 1 0.972445530976736 8 20768
"SubClassOf(dbo:FloweringPlant gml:_Feature)" 2596 2 0 1 0.039245872502158 14329 0.0392458725021581 0.0391784135963073 8 20768
"SubClassOf(dbo:FloweringPlant owl:Thing)" 2596 2596 0 1 1 28 1 0.972445530976736 8 20768
"SubClassOf(dbo:FloweringPlant skos:Concept)" 2596 90 349 0.49919891643034 0 936 -0.50080108356966 0.198747259630391 8 20768
"SubClassOf(dbo:FloweringPlant foaf:Person)" 2596 1 349 0.49919891643034 0 52083 -0.50080108356966 0.0338466571771619 8 20768
"SubClassOf(dbo:ReligiousBuilding dbo:ArchitecturalStructure)" 2609 2609 0 1 1 72 1 0.972515063559377 8 20872
"SubClassOf(dbo:ReligiousBuilding dbo:Building)" 2609 2609 0 1 1 28 1 0.972515063559377 8 20872
"SubClassOf(dbo:ReligiousBuilding dbo:Place)" 2609 2609 0 1 1 32 1 0.972515063559377 8 20872
"SubClassOf(dbo:ReligiousBuilding schema:Place)" 2609 2609 0 1 1 48 1 0.972515063559377 8 20872
"SubClassOf(dbo:ReligiousBuilding gml:_Feature)" 2609 1634 0 1 0.927547047815635 948 0.927547047815635 0.5 8 20872
"SubClassOf(dbo:ReligiousBuilding owl:Thing)" 2609 2609 0 1 1 32 1 0.972515063559377 8 20872
"SubClassOf(dbo:ReligiousBuilding skos:Concept)" 2609 3 0 1 0.0479417303244037 1280 0.0479417303244036 0.0437845246847234 8 20872
"SubClassOf(dbo:ReligiousBuilding foaf:Person)" 2609 1 0 1 0.0276844780065075 43759 0.0276844780065075 0.0337610185526466 8 20872
"SubClassOf(dbo:Actor dbo:AdultActor)" 2670 1597 5 0.938829651793779 0 1756 -0.0611703482062211 0.5 8 21360
"SubClassOf(dbo:Actor dbo:Agent)" 2670 2670 0 1 1 28 1 0.972834474876818 8 21360
"SubClassOf(dbo:Actor dbo:Artist)" 2670 2670 0 1 1 28 1 0.972834474876818 8 21360
"SubClassOf(dbo:Actor dbo:Person)" 2670 2670 0 1 1 36 1 0.972834474876818 8 21360
"SubClassOf(dbo:Actor schema:Person)" 2670 2670 0 1 1 40 1 0.972834474876818 8 21360
"SubClassOf(dbo:Actor owl:Thing)" 2670 2670 0 1 1 32 1 0.972834474876818 8 21360
"SubClassOf(dbo:Actor skos:Concept)" 2670 5 1597 0.0843044360668845 0 9613 -0.915695563933115 0.0513843897121054 8 21360
"SubClassOf(dbo:Actor foaf:Person)" 2670 2670 0 1 1 32 1 0.972834474876818 8 21360
"SubClassOf(dbo:NCAATeamSeason dbo:SportsSeason)" 6202 6202 0 1 1 156 1 0.98224889164121 3 18606
"SubClassOf(dbo:NCAATeamSeason dbo:SportsTeamSeason)" 6202 6202 0 1 1 56 1 0.98224889164121 3 18606
"SubClassOf(dbo:NCAATeamSeason gml:_Feature)" 6202 14 6188 2.54778692854174e-06 0 124244 -0.999997452213071 0.0509848675411293 3 18606
"SubClassOf(dbo:Boxer dbo:Agent)" 3111 3111 0 1 1 196 1 0.974854925825121 7 21777
"SubClassOf(dbo:Boxer dbo:AmateurBoxer)" 3111 413 2698 0.00885108148265668 0 124487 -0.991148918517343 0.399635952277813 7 21777
"SubClassOf(dbo:Boxer dbo:Athlete)" 3111 3111 0 1 1 96 1 0.974854925825121 7 21777
"SubClassOf(dbo:Boxer dbo:Person)" 3111 3111 0 1 1 80 1 0.974854925825121 7 21777
"SubClassOf(dbo:Boxer schema:Person)" 3111 3111 0 1 1 92 1 0.974854925825121 7 21777
"SubClassOf(dbo:Boxer owl:Thing)" 3111 3111 0 1 1 92 1 0.974854925825121 7 21777
"SubClassOf(dbo:Boxer foaf:Person)" 3111 3111 0 1 1 96 1 0.974854925825121 7 21777
"SubClassOf(dbo:Airline dbo:Agent)" 3134 3134 0 1 1 220 1 0.974948361917452 7 21938
"SubClassOf(dbo:Airline dbo:Company)" 3134 3134 0 1 1 80 1 0.974948361917452 7 21938
"SubClassOf(dbo:Airline dbo:Organisation)" 3134 3134 0 1 1 80 1 0.974948361917452 7 21938
"SubClassOf(dbo:Airline schema:Organization)" 3134 3134 0 1 1 100 1 0.974948361917452 7 21938
"SubClassOf(dbo:Airline gml:_Feature)" 3134 17 0 1 0.104016016600754 50088 0.104016016600754 0.0790526152650279 7 21938
"SubClassOf(dbo:Airline owl:Thing)" 3134 3134 0 1 1 60 1 0.974948361917452 7 21938
"SubClassOf(dbo:Airline skos:Concept)" 3134 30 0 1 0.138033442876314 1396 0.138033442876314 0.103556299734013 7 21938
"SubClassOf(dbo:Saint dbo:Agent)" 2797 2797 0 1 1 84 1 0.973465409564285 8 22376
"SubClassOf(dbo:Saint dbo:Cleric)" 2797 2797 0 1 1 52 1 0.973465409564285 8 22376
"SubClassOf(dbo:Saint dbo:Person)" 2797 2797 0 1 1 36 1 0.973465409564285 8 22376
"SubClassOf(dbo:Saint schema:Person)" 2797 2797 0 1 1 32 1 0.973465409564285 8 22376
"SubClassOf(dbo:Saint gml:_Feature)" 2797 11 0 1 0.0886008095617017 4552 0.0886008095617017 0.0689293105384307 8 22376
"SubClassOf(dbo:Saint owl:Thing)" 2797 2797 0 1 1 32 1 0.973465409564285 8 22376
"SubClassOf(dbo:Saint skos:Concept)" 2797 14 0 1 0.0999283349204331 1736 0.0999283349204332 0.0767120845750494 8 22376
"SubClassOf(dbo:Saint foaf:Person)" 2797 2797 0 1 1 32 1 0.973465409564285 8 22376
"SubClassOf(dbo:Congressman dbo:Agent)" 2810 2810 0 1 1 80 1 0.973527552815824 8 22480
"SubClassOf(dbo:Congressman dbo:Person)" 2810 2810 0 1 1 32 1 0.973527552815824 8 22480
"SubClassOf(dbo:Congressman dbo:Politician)" 2810 2810 0 1 1 32 1 0.973527552815824 8 22480
"SubClassOf(dbo:Congressman schema:Person)" 2810 2810 0 1 1 32 1 0.973527552815824 8 22480
"SubClassOf(dbo:Congressman gml:_Feature)" 2810 13 0 1 0.096079477871494 6445 0.096079477871494 0.074024295480591 8 22480
"SubClassOf(dbo:Congressman owl:Thing)" 2810 2810 0 1 1 36 1 0.973527552815824 8 22480
"SubClassOf(dbo:Congressman skos:Concept)" 2810 1 0 1 0.0266761527856363 2192 0.0266761527856363 0.0325141221912872 8 22480
"SubClassOf(dbo:Congressman foaf:Person)" 2810 2810 0 1 1 32 1 0.973527552815824 8 22480
"SubClassOf(dbo:Noble dbo:Agent)" 3666 3666 0 1 1 104 1 0.976856282459666 6 21996
"SubClassOf(dbo:Noble dbo:Person)" 3666 3666 0 1 1 40 1 0.976856282459666 6 21996
"SubClassOf(dbo:Noble schema:Person)" 3666 3666 0 1 1 76 1 0.976856282459666 6 21996
"SubClassOf(dbo:Noble gml:_Feature)" 3666 1 0 1 0.0233554989204485 1940 0.0233554989204485 0.0284163321474621 6 21996
"SubClassOf(dbo:Noble owl:Thing)" 3666 3666 0 1 1 56 1 0.976856282459666 6 21996
"SubClassOf(dbo:Noble foaf:Person)" 3666 3666 0 1 1 44 1 0.976856282459666 6 21996
"SubClassOf(dbo:ClericalAdministrativeRegion dbo:AdministrativeRegion)" 2372 2372 0 1 1 76 1 0.971158409910079 10 23720
"SubClassOf(dbo:ClericalAdministrativeRegion dbo:Diocese)" 2372 2372 0 1 1 32 1 0.971158409910079 10 23720
"SubClassOf(dbo:ClericalAdministrativeRegion dbo:Place)" 2372 2372 0 1 1 28 1 0.971158409910079 10 23720
"SubClassOf(dbo:ClericalAdministrativeRegion dbo:PopulatedPlace)" 2372 2372 0 1 1 28 1 0.971158409910079 10 23720
"SubClassOf(dbo:ClericalAdministrativeRegion dbo:Region)" 2372 2372 0 1 1 28 1 0.971158409910079 10 23720
"SubClassOf(dbo:ClericalAdministrativeRegion schema:AdministrativeArea)" 2372 2372 0 1 1 28 1 0.971158409910079 10 23720
"SubClassOf(dbo:ClericalAdministrativeRegion schema:Place)" 2372 2372 0 1 1 28 1 0.971158409910079 10 23720
